h,t
-0.024357894780904932,-9.15
-0.023586145395200146,-9.14
-0.02271249686412102,-9.13
-0.021739412209217806,-9.12
-0.020669776100199603,-9.11
-0.01950688757855044,-9.1
-0.018254451054075072,-9.09
-0.01691656559294823,-9.08
-0.015497712522857983,-9.07
-0.014002741387798445,-9.06
-0.012436854291990162,-9.05
-0.01080558867922729,-9.04
-0.009114798600663157,-9.03
-0.007370634530609404,-9.02
-0.005579521796324733,-9.01
-0.0037481376939568186,-9.0
-0.0018833873687725195,-8.99
7.621456466268418e-6,-8.98
0.0019176048156888455,-8.97
0.0038391298018333286,-8.96
0.005764642738046007,-8.95
0.007686498114051753,-8.94
0.009596988179891422,-8.93
0.011488373085505665,-8.92
0.013352911451352797,-8.91
0.015182891252370965,-8.9
0.01697066089516436,-8.89
0.018708660366307295,-8.88
0.02038945232816037,-8.87
0.022005753037546417,-8.86
0.02355046296210449,-8.85
0.025016696969070152,-8.84
0.02639781396169616,-8.83
0.027687445839464555,-8.82
0.028879525659702896,-8.81
0.029968314880173926,-8.8
0.030948429564662545,-8.79
0.031814865436540656,-8.78
0.032563021668733476,-8.77
0.033188723302428794,-8.76
0.03368824219126613,-8.75
0.03405831637258855,-8.74
0.034296167772630046,-8.73
0.03439951815822378,-8.72
0.034366603253739,-8.71
0.03419618494845911,-8.7
0.03388756152648502,-8.69
0.033440575858456695,-8.68
0.032855621501913415,-8.67
0.032133646664923056,-8.66
0.03127615599568756,-8.65
0.03028521016912959,-8.64
0.029163423249971936,-8.63
0.027913957820487386,-8.62
0.02654051786990103,-8.61
0.025047339451329257,-8.6
0.02343917912111463,-8.59
0.02172130018441097,-8.58
0.01989945677986966,-8.57
0.017979875845238465,-8.56
0.01596923701455752,-8.55
0.013874650506401291,-8.54
0.011703633071241483,-8.53
0.00946408207441867,-8.52
0.007164247799444341,-8.51
0.004812704064286075,-8.5
0.002418317250972431,-8.49
-9.786143814724626e-6,-8.48
-0.0024622533225074246,-8.47
-0.004929540243517501,-8.46
-0.007401947793775621,-8.45
-0.009869658943764702,-8.44
-0.012322776746632546,-8.43
-0.014751363038180771,-8.42
-0.017145477690317656,-8.41
-0.01949521826685042,-8.4
-0.021790759927379656,-8.39
-0.02402239542251704,-8.38
-0.026180575021700844,-8.37
-0.028255946213563175,-8.36
-0.03023939301810534,-8.35
-0.03212207474986116,-8.34
-0.03389546407181247,-8.33
-0.035551384181037676,-8.32
-0.0370820449689444,-8.31
-0.03848007800144484,-8.3
-0.039738570167597104,-8.29
-0.04085109584901849,-8.28
-0.041811747466807485,-8.27
-0.042615164267735324,-8.26
-0.04325655921711802,-8.25
-0.04373174387199595,-8.24
-0.04403715111504398,-8.23
-0.04416985563697082,-8.22
-0.04412759206302449,-8.21
-0.04390877062757626,-8.2
-0.043512490309576365,-8.19
-0.04293854935093294,-8.18
-0.04218745308952903,-8.17
-0.04126041904862455,-8.16
-0.04015937923475361,-8.15
-0.038886979606892365,-8.14
-0.03744657669058628,-8.13
-0.03584223132185546,-8.12
-0.03407869951700824,-8.11
-0.032161420475912236,-8.1
-0.03009650173780796,-8.09
-0.027890701520287685,-8.08
-0.02555140828363171,-8.07
-0.02308661757417633,-8.06
-0.02050490621180237,-8.05
-0.01781540389787855,-8.04
-0.01502776233106112,-8.03
-0.01215212192917259,-8.02
-0.009199076265935588,-8.01
-0.006179634341539546,-8.0
-0.003105180815863211,-7.99
1.2565657389639452e-5,-7.98
0.003161595848423544,-7.97
0.0063296549652617235,-7.96
0.009504289100203463,-7.95
0.012672892937833179,-7.94
0.015822758546844687,-7.93
0.01894112507181204,-7.92
0.022015229135620658,-7.91
0.02503235575851091,-7.9
0.027979889595696368,-7.89
0.030845366292235592,-7.88
0.03361652375136393,-7.87
0.03628135311077643,-7.86
0.038828149220457214,-7.85
0.041245560415565374,-7.84
0.043522637378633273,-7.83
0.04564888088688297,-7.82
0.04761428824288252,-7.81
0.0494093981899821,-7.8
0.05102533411802383,-7.79
0.05245384536968675,-7.78
0.053687346463510054,-7.77
0.05471895405609535,-7.76
0.05554252147323796,-7.75
0.05615267064772116,-7.74
0.05654482131023539,-7.73
0.05671521728929883,-7.72
0.056660949786151694,-7.71
0.05637997750132016,-7.7
0.05587114350087513,-7.69
0.055134188722298756,-7.68
0.05416976203227715,-7.67
0.05297942676162089,-7.66
0.05156566365582543,-7.65
0.049931870193467585,-7.64
0.04808235623865942,-7.63
0.046022336008064005,-7.62
0.04375791634750298,-7.61
0.041296081327853035,-7.6
0.03864467318473203,-7.59
0.035812369641301,-7.58
0.032808657668349006,-7.57
0.02964380375059175,-7.56
0.026328820742752418,-7.55
0.022875431413434535,-7.54
0.01929602878902531,-7.53
0.015603633423745869,-7.52
0.011811847735510486,-7.51
0.007934807560372976,-7.5
0.003987131090979321,-7.49
-1.613462346545248e-5,-7.48
-0.004059569426670039,-7.47
-0.008127437854260035,-7.46
-0.012203748772209278,-7.45
-0.01627231663514015,-7.44
-0.020316824136261985,-7.43
-0.024320886012868286,-7.42
-0.028268113764341206,-7.41
-0.03214218103349795,-7.4
-0.035926889396991214,-7.39
-0.03960623430627363,-7.38
-0.043164470917438615,-7.37
-0.04658617954605997,-7.36
-0.04985633048201121,-7.35
-0.05296034789911558,-7.34
-0.05588417259544919,-7.33
-0.05861432330210884,-7.32
-0.06113795630135733,-7.31
-0.06344292309918241,-7.3
-0.0655178259025267,-7.29
-0.06735207065768631,-7.28
-0.0689359174136677,-7.27
-0.07026052778259527,-7.26
-0.07131800927856216,-7.25
-0.0721014563265697,-7.24
-0.07260498774440886,-7.23
-0.07282378051242774,-7.22
-0.07275409965908666,-7.21
-0.07239332410397804,-7.2
-0.07173996831453186,-7.19
-0.07079369964789033,-7.18
-0.06955535126537037,-7.17
-0.06802693052346805,-7.16
-0.06621162276245132,-7.15
-0.06411379043116529,-7.14
-0.06173896750467294,-7.13
-0.05909384916969781,-7.12
-0.05618627677148965,-7.11
-0.05302521803456715,-7.1
-0.04962074258878737,-7.09
-0.04598399285124673,-7.08
-0.042127150333567065,-7.07
-0.03806339746306346,-7.06
-0.03380687502510979,-7.05
-0.029372635352546864,-7.04
-0.02477659140624716,-7.03
-0.020035461908768346,-7.02
-0.015166712710440733,-7.01
-0.010188494584045249,-7.0
-0.005119577660483675,-6.99
2.0717266618608493e-5,-6.98
0.005212590324653099,-6.97
0.010435836777419666,-6.96
0.01566992360238881,-6.95
0.020894068147910973,-6.94
0.02608731857733506,-6.93
0.031228635796887984,-6.92
0.036296976555234964,-6.91
0.04127137739478976,-6.9
0.046131039128265786,-6.89
0.05085541150854554,-6.88
0.05542427775586977,-6.87
0.059817838603519365,-6.86
0.06401679552168639,-6.85
0.06800243277908984,-6.84
0.07175669800312114,-6.83
0.07526228090186048,-6.82
0.07850268981528744,-6.81
0.08146232576831587,-6.8
0.08412655370496686,-6.79
0.08648177059101794,-6.78
0.08851547008183631,-6.77
0.09021630346274746,-6.76
0.09157413658124604,-6.75
0.09258010250351663,-6.74
0.09322664964212299,-6.73
0.09350758511724666,-6.72
0.09341811313050018,-6.71
0.09295486814802122,-6.7
0.09211594270823206,-6.69
0.09090090968924909,-6.68
0.08931083889137953,-6.67
0.08734830781138396,-6.66
0.08501740650712794,-6.65
0.08232373647380774,-6.64
0.07927440347605881,-6.63
0.07587800430380355,-6.62
0.07214460744364502,-6.61
0.0680857276817937,-6.6
0.06371429467892259,-6.59
0.059044615581788494,-6.58
0.054092331760925906,-6.57
0.04887436978806088,-6.56
0.04340888679102669,-6.55
0.03771521034777143,-6.54
0.031813773104508086,-6.53
0.025726042325937303,-6.52
0.019474444607807305,-6.51
0.013082286003699881,-6.5
0.00657366783876744,-6.49
-2.6601496902200655e-5,-6.48
-0.006693098463634792,-6.47
-0.013399879666611903,-6.46
-0.020120580183021982,-6.45
-0.02682851455992307,-6.44
-0.03349678010652886,-6.43
-0.040098362091689155,-6.42
-0.04660624044584039,-6.41
-0.052993497556622284,-6.4
-0.059233426738910314,-6.39
-0.06529964095308644,-6.38
-0.0711661813400981,-6.37
-0.0768076251382443,-6.36
-0.08219919254474704,-6.35
-0.08731685208495067,-6.34
-0.09213742405359425,-6.33
-0.09663868159588102,-6.32
-0.10079944900118275,-6.31
-0.10459969678901454,-6.3
-0.10802063317552356,-6.29
-0.11104479151902538,-6.28
-0.1136561133551413,-6.27
-0.11584002664578213,-6.26
-0.11758351888155455,-6.25
-0.11887520469407178,-6.24
-0.11970538765312903,-6.23
-0.12006611594363713,-6.22
-0.1199512316385731,-6.21
-0.1193564133069169,-6.2
-0.11827921171952191,-6.19
-0.11671907844103296,-6.18
-0.1146773871222352,-6.17
-0.11215744733448159,-6.16
-0.1091645108160263,-6.15
-0.10570577002907257,-6.14
-0.10179034895601831,-6.13
-0.0974292860936259,-6.12
-0.09263550963459953,-6.11
-0.08742380485710292,-6.1
-0.08181077377406949,-6.09
-0.07581478712557313,-6.08
-0.06945592882893406,-6.07
-0.06275593303246606,-6.06
-0.055738113949799474,-6.05
-0.048427288682262606,-6.04
-0.040849693266925724,-6.03
-0.03303289221728859,-6.02
-0.025005681852301665,-6.01
-0.01679798773712849,-6.0
-0.008440756585840665,-5.99
3.4156998144834834e-5,-5.98
0.008594108543701217,-5.97
0.017205786072486448,-5.96
0.02583533635350438,-5.95
0.03444849458691882,-5.94
0.04301071703398288,-5.93
0.05148731609327663,-5.92
0.05984359730871971,-5.91
0.06804499778188228,-5.9
0.07605722545027166,-5.89
0.08384639868434712,-5.88
0.09137918564929443,-5.87
0.09862294287292961,-5.86
0.10554585245866505,-5.85
0.11211705738224102,-5.84
0.11830679431295121,-5.83
0.12408652340430537,-5.82
0.12942905450563869,-5.81
0.13430866925492552,-5.8
0.1387012385240755,-5.79
0.1425843347012201,-5.78
0.14593733830994435,-5.77
0.14874153848296937,-5.76
0.15098022682749904,-5.75
0.15263878424114602,-5.74
0.15370476026107666,-5.73
0.1541679445546073,-5.72
0.1540204301869266,-5.71
0.1532566683307684,-5.7
0.15187351411365657,-5.69
0.14987026333065637,-5.68
0.14724867978428974,-5.67
0.14401301304829092,-5.66
0.14017000648806135,-5.65
0.13572889540787883,-5.64
0.13070139523304236,-5.63
0.12510167967395683,-5.62
0.11894634885864837,-5.61
0.11225438746006983,-5.6
0.10504711288479571,-5.59
0.09734811363000695,-5.58
0.08918317795600667,-5.57
0.08058021306163972,-5.56
0.07156915498977956,-5.55
0.062181869529300375,-5.54
0.05245204441863017,-5.53
0.04241507319370467,-5.52
0.03210793105996336,-5.51
0.021569043203681394,-5.5
0.010838145992293262,-5.49
-4.385845377507877e-5,-5.48
-0.011035053803884993,-5.47
-0.022092666631165145,-5.46
-0.033173228526575775,-5.45
-0.04423274261623322,-5.44
-0.05522685386159901,-5.43
-0.06611102250080356,-5.42
-0.07684069997042164,-5.41
-0.08737150663039842,-5.4
-0.0976594106008991,-5.39
-0.10766090700843477,-5.38
-0.11733319692992225,-5.37
-0.1266343653173852,-5.36
-0.1355235571828998,-5.35
-0.14396115132303502,-5.34
-0.1519089308646784,-5.33
-0.15933024991954603,-5.32
-0.16619019564310278,-5.31
-0.1724557450048321,-5.3
-0.17809591559098162,-5.29
-0.1830819097778783,-5.28
-0.18738725163372638,-5.27
-0.19098791592937062,-5.26
-0.1938624486637891,-5.25
-0.1959920785379479,-5.24
-0.19736081884111834,-5.23
-0.1979555592466223,-5.22
-0.1977661470491937,-5.21
-0.19678545741358977,-5.2
-0.19500945224361965,-5.19
-0.19243722732224783,-5.18
-0.18907104741674216,-5.17
-0.18491636908778922,-5.16
-0.17998185098795677,-5.15
-0.17427935148266807,-5.14
-0.16782391347577602,-5.13
-0.16063373637168926,-5.12
-0.15273013515671097,-5.11
-0.14413748663344284,-5.1
-0.13488316289374463,-5.09
-0.1249974521675353,-5.08
-0.11451346723649786,-5.07
-0.10346704165325961,-5.06
-0.09189661405774129,-5.05
-0.07984310093278199,-5.04
-0.0673497581907563,-5.03
-0.05446203203138772,-5.02
-0.04122739955825075,-5.01
-0.027695199687163708,-5.0
-0.013916454923876961,-4.99
5.6315369383802556e-5,-4.98
0.014169289558705844,-4.97
0.028367545476824366,-4.96
0.04259526858171411,-4.95
0.056795965769051236,-4.94
0.07091268404199187,-4.93
0.0848882332142469,-4.92
0.09866541179809912,-4.91
0.11218723520773233,-4.9
0.1253971653902987,-4.89
0.1382393409824856,-4.88
0.15065880707924761,-4.87
0.16260174369364322,-4.86
0.1740156919827778,-4.85
0.18484977731440758,-4.84
0.19505492825210805,-4.83
0.20458409054390703,-4.82
0.2133924352100527,-4.81
0.22143755984002406,-4.8
0.22867968222709498,-4.79
0.23508182549052795,-4.78
0.24060999386096593,-4.77
0.24523333833353345,-4.76
0.24892431142562782,-4.75
0.25165881031218507,-4.74
0.2534163076503008,-4.73
0.2541799694472991,-4.72
0.25393675937157,-4.71
0.25267752895357243,-4.7
0.25039709317516196,-4.69
0.2470942909986826,-4.68
0.2427720304428705,-4.67
0.2374373178703327,-4.66
0.23110127121104174,-4.65
0.22377911690760274,-4.64
0.21549017043090077,-4.63
0.20625780027876653,-4.62
0.19610937543537152,-4.61
0.18507619633483022,-4.6
0.173193409438801,-4.59
0.1604999056043256,-4.58
0.14703820248470223,-4.57
0.13285431127227462,-4.56
0.11799758815768384,-4.55
0.10252057094485684,-4.54
0.08647880132470452,-4.53
0.06993063337276377,-4.52
0.05293702889673497,-4.51
0.03556134031856062,-4.5
0.01786908183244732,-4.49
-7.23103656389198e-5,-4.48
